	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
652	in our case, they are only hedging.	hedging	7	are	5.0	they	4	{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'lemma': 'they'}	PRON	are	5	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'email-enronsent37_01-0059', 'text': 'in our case, they are only hedging.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	is	PL -> SG	in our case, they	in our case, they is only hedging.	[]	[]	0	0	0	False	False	False	1.6481289773357125e-08	SV-#	eng	PL	SG	SV	aux	+	[-8.765379905700684, -7.526998996734619, -10.358875274658203, -10.997221946716309, -3.2595419883728027, -6.631545543670654, -9.090839385986328, -5.48057222366333, -2.4316306114196777, -11.924564361572266]	[-8.765379905700684, -7.526998996734619, -10.358875274658203, -10.997221946716309, -10.043859481811523, -5.663983345031738, -7.890073299407959, -6.019949436187744, -2.2837047576904297, -12.655144691467285]	76.46717071533203	82.2052001953125	5.738029479980469
653	Throughout history, tyrants have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	known	5	have	4.0	tyrants	3	{'Number': 'Plur', 'lemma': 'tyrant'}	NOUN	have	4	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0026', 'text': 'Throughout history, tyrants have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	has	PL -> SG	Throughout history, tyrants	Throughout history, tyrants has known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+	[-3.8687620162963867, -4.941436767578125, -8.976347923278809, -12.101083755493164, -13.667426109313965, -6.296904563903809, -2.3447866439819336, -5.302323818206787, -5.9661407470703125, -3.6582460403442383, -6.708133697509766, -9.288594245910645, -0.7091989517211914, -1.951228141784668, -6.0269389152526855, -2.607776641845703, -7.843839645385742, -3.4167604446411133, -8.481343269348145, -0.7785844802856445, -0.008800506591796875, -4.683767318725586, -6.327678680419922, -3.2848949432373047, -6.368259906768799, -2.5067062377929688, -0.12132453918457031, -0.19529438018798828, -6.862307548522949, -12.462355613708496, -7.386435508728027, -4.260499954223633, -5.879637241363525, -3.4409828186035156, -7.737720489501953, -1.1449613571166992, -4.87238883972168, -5.92727518081665, -1.0011663436889648, -0.005962371826171875, -12.031180381774902]	[-3.8687620162963867, -4.941436767578125, -8.976347923278809, -12.101083755493164, -13.667426109313965, -6.296904563903809, -2.3447866439819336, -7.35192346572876, -7.279246807098389, -3.508708953857422, -6.192160606384277, -9.22411060333252, -0.8745479583740234, -1.768056869506836, -6.119747161865234, -2.679110050201416, -7.659407615661621, -3.5207042694091797, -8.521463394165039, -0.731597900390625, -0.0098114013671875, -4.587003231048584, -6.282099723815918, -3.3271193504333496, -6.435412883758545, -2.4277257919311523, -0.11815738677978516, -0.23992443084716797, -6.935848236083984, -12.465911865234375, -7.489757061004639, -3.9201278686523438, -5.876913547515869, -3.4081525802612305, -7.757323265075684, -1.1835927963256836, -4.82154655456543, -5.9382758140563965, -1.007063865661621, -0.006585121154785156, -11.994441986083984]	211.44544982910156	213.86032104492188	2.4148712158203125
654	The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement, but they also do not stand up against it.	stand	26	do	24.0	they	22	{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'lemma': 'they'}	PRON	do	24	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'do'}	AUX	2	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0039', 'text': 'The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement, but they also do not stand up against it.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	does	PL -> SG	The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement, but they also	The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement, but they also does not stand up against it.	[]	[]	0	0	0	False	False	False	3.557048204557384e-07	SV-#	eng	PL	SG	SV	aux	+	[-4.898329734802246, -0.5728511810302734, -0.9675149917602539, -1.995316505432129, -6.816237926483154, -1.7767620086669922, -9.636759757995605, -2.414613723754883, -8.772433280944824, -0.6960992813110352, -0.5572414398193359, -4.248958587646484, -8.067747116088867, -5.699703693389893, -7.331763744354248, -7.309863567352295, -1.7724294662475586, -3.434088706970215, -7.148946285247803, -0.0348968505859375, -0.5683917999267578, -8.599387168884277, -4.187722206115723, -0.4005422592163086, -8.475895881652832, -8.481085777282715, -6.198985576629639, -13.166443824768066, -8.112825393676758, -4.332159996032715, -3.4270572662353516, -3.48919677734375, -1.6325931549072266, -6.312358856201172, -2.3338356018066406, -3.410335063934326, -2.149690628051758, -11.913612365722656]	[-4.898329734802246, -0.5728511810302734, -0.9675149917602539, -1.995316505432129, -6.816237926483154, -1.7767620086669922, -9.636759757995605, -2.414613723754883, -8.772433280944824, -0.6960992813110352, -0.5572414398193359, -4.248958587646484, -8.067747116088867, -5.699703693389893, -7.331763744354248, -7.309863567352295, -1.7724294662475586, -3.434088706970215, -7.148946285247803, -0.0348968505859375, -0.5683917999267578, -8.599387168884277, -4.187722206115723, -0.4005422592163086, -8.475895881652832, -8.481085777282715, -6.198985576629639, -13.166443824768066, -8.112825393676758, -4.332159996032715, -3.4270572662353516, -8.028999328613281, -0.9708108901977539, -5.986367225646973, -2.2778515815734863, -3.3914108276367188, -2.1829166412353516, -11.739339828491211]	181.34466552734375	184.6807403564453	3.3360748291015625
655	The employees do n't really seem to enjoy what they are doing and it shows.	seem	5	do	2.0	employees	1	{'Number': 'Plur', 'lemma': 'employee'}	NOUN	do	2	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'do'}	AUX	1	[]	"{'sent_id': 'reviews-118679-0003', 'text': ""The employees don't really seem to enjoy what they are doing and it shows."", 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}"	does	PL -> SG	The employees	The employees does n't really seem to enjoy what they are doing and it shows.	[]	[]	0	0	0	False	False	False	1.0810941267999733e-06	SV-#	eng	PL	SG	SV	aux	+	[-8.769171714782715, -0.6595029830932617, -5.9741668701171875, -9.991240501403809, -10.535576820373535, -4.518438816070557, -5.985784530639648, -0.6584815979003906, -8.21861457824707, -5.53510856628418, -1.3047828674316406, -2.379542350769043, -3.312681198120117, -3.3819799423217773, -4.864405632019043, -7.437713623046875, -11.38580322265625]	[-8.769171714782715, -0.6595029830932617, -9.226208686828613, -11.11501407623291, -10.284585952758789, -4.7359185218811035, -5.84503173828125, -0.7621021270751953, -8.352214813232422, -5.646087169647217, -1.3612174987792969, -2.430469512939453, -3.291341781616211, -3.3372278213500977, -4.8849029541015625, -7.362788677215576, -11.337203979492188]	94.91299438476562	99.4010009765625	4.488006591796875
656	Increasingly, analysts are saying that China 's efforts have gone beyond what is safe or even in its own interests.	saying	4	are	3.0	analysts	2	{'Number': 'Plur', 'lemma': 'analyst'}	NOUN	are	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	"{'sent_id': 'newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0027', 'text': ""Increasingly, analysts are saying that China's efforts have gone beyond what is safe or even in its own interests."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	is	PL -> SG	Increasingly, analysts	Increasingly, analysts is saying that China 's efforts have gone beyond what is safe or even in its own interests.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	PL	SG	SV	aux	+	[-5.332196235656738, -2.3590087890625, -1.6143503189086914, -1.0948247909545898, -14.242035865783691, -10.49362850189209, -5.449790000915527, -1.04681396484375, -1.702387809753418, -4.313014984130859, -7.643733024597168, -2.1745119094848633, -7.514301776885986, -11.142404556274414, -3.1479368209838867, -12.272591590881348, -1.8517646789550781, -4.147936820983887, -5.080653190612793, -5.124134063720703, -6.394230842590332, -3.864924430847168, -7.238757133483887, -6.088430404663086, -5.48545503616333, -4.316739082336426, -5.057958602905273, -2.054502487182617, -6.130001068115234, -0.7882452011108398, -11.332621574401855]	[-5.332196235656738, -2.3590087890625, -1.6143503189086914, -1.0948247909545898, -14.242035865783691, -10.49362850189209, -5.449790000915527, -1.04681396484375, -1.702387809753418, -5.683578968048096, -8.405105590820312, -1.925201416015625, -7.118709564208984, -11.20340347290039, -3.0695924758911133, -12.297840118408203, -2.1405277252197266, -4.079986095428467, -5.066849708557129, -4.982467174530029, -6.083637237548828, -3.792025089263916, -7.30533504486084, -6.07833194732666, -5.508688926696777, -4.343880653381348, -5.020350456237793, -2.0444860458374023, -6.120238780975342, -0.8898220062255859, -11.336187362670898]	166.49989318847656	167.83128356933594	1.331390380859375
657	Unfair for the girl as boys do n't have that kind of handicap, but that 's the way our own rules work.	have	8	do	6.0	boys	5	{'Number': 'Plur', 'lemma': 'boy'}	NOUN	do	6	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'do'}	AUX	1	[]	"{'sent_id': 'answers-20111108082831AAco5PI_ans-0034', 'text': ""Unfair for the girl as boys don't have that kind of handicap, but that's the way our own rules work."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	does	PL -> SG	Unfair for the girl as boys	Unfair for the girl as boys does n't have that kind of handicap, but that 's the way our own rules work.	[]	[]	0	0	0	False	False	False	2.1621882535999465e-06	SV-#	eng	PL	SG	SV	aux	+	[-0.9013490676879883, -8.030464172363281, -3.6635899543762207, -1.899306297302246, -7.047006607055664, -6.358353614807129, -11.589995384216309, -5.346644401550293, -10.406648635864258, -10.296487808227539, -2.455015182495117, -4.826950550079346, -3.271878242492676, -0.01580524444580078, -7.797279357910156, -6.148321151733398, -1.0844497680664062, -11.176085472106934, -9.603738784790039, -6.138658046722412, -9.314708709716797, -7.776437282562256, -5.1760077476501465, -4.058114051818848, -6.947553634643555, -4.446324348449707, -5.5865349769592285, -7.437717437744141, -12.174996376037598]	[-0.9013490676879883, -8.030464172363281, -3.6635899543762207, -1.899306297302246, -7.047006607055664, -6.358353614807129, -11.589995384216309, -8.950790405273438, -9.843230247497559, -10.194805145263672, -2.74664306640625, -5.035849571228027, -3.323335647583008, -0.013507843017578125, -7.724065780639648, -5.778295993804932, -1.0903472900390625, -11.202707290649414, -9.539837837219238, -6.272075176239014, -9.307307243347168, -7.912377834320068, -5.147193431854248, -4.214324474334717, -6.89289665222168, -4.503792762756348, -5.691433906555176, -7.3475422859191895, -12.194503784179688]	180.9764404296875	184.41693115234375	3.44049072265625
658	Relief agencies are trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	trying	3	are	2.0	agencies	1	{'Number': 'Plur', 'lemma': 'agency'}	NOUN	are	2	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0006', 'text': 'Relief agencies are trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	is	PL -> SG	Relief agencies	Relief agencies is trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	PL	SG	SV	aux	+	[-3.927035331726074, -2.5603208541870117, -9.815630912780762, -3.452427864074707, -0.018011093139648438, -3.3127903938293457, -5.96445369720459, -0.030506134033203125, -3.3496437072753906, -9.46809196472168, -0.211456298828125, -1.4808940887451172, -0.17678451538085938, -7.334034442901611, -4.391897201538086, -1.598008155822754, -2.5291709899902344, -7.594975471496582, -9.543047904968262, -0.26809215545654297, -3.5008788108825684, -6.388819217681885, -5.1256914138793945, -0.21331501007080078, -3.303859233856201, -7.32236909866333, -0.6079959869384766, -9.385470390319824, -3.8813815116882324, -7.331827640533447, -3.902798652648926, -0.16110992431640625, -0.07870769500732422, -11.758045196533203, -3.67915678024292, -8.197903633117676, -2.3582940101623535, -0.10956382751464844, -4.393820762634277, -6.4124345779418945, -2.080012798309326, -7.725841522216797, -9.77988052368164]	[-3.927035331726074, -2.5603208541870117, -9.815630912780762, -3.452427864074707, -0.018011093139648438, -5.103806495666504, -6.86883544921875, -0.030137062072753906, -3.5470962524414062, -9.87015438079834, -0.28777027130126953, -1.540079116821289, -0.19843101501464844, -7.459565162658691, -4.473184585571289, -1.838425636291504, -2.338005542755127, -7.4963274002075195, -9.511617660522461, -0.28282642364501953, -3.4128971099853516, -6.4712982177734375, -5.227313041687012, -0.19142818450927734, -3.1490492820739746, -7.348569393157959, -0.5879220962524414, -9.115181922912598, -3.9884824752807617, -7.204618453979492, -3.8131589889526367, -0.1506204605102539, -0.06561946868896484, -11.780658721923828, -3.7186508178710938, -8.180153846740723, -2.298107147216797, -0.11659908294677734, -4.518329620361328, -6.432435035705566, -2.2350411415100098, -7.7172088623046875, -9.88718032836914]	184.7264404296875	188.23020935058594	3.5037689208984375
659	They do n't let just anybody do it.	let	3	do	1.0	They	0	{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'lemma': 'they'}	PRON	do	1	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'do'}	AUX	1	[]	"{'sent_id': 'weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0012', 'text': ""They don't let just anybody do it."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	does	PL -> SG	They	They does n't let just anybody do it.	[]	[]	0	0	0	False	False	False	5.4054706339998657e-08	SV-#	eng	PL	SG	SV	aux	+	[-4.546040058135986, -8.847176551818848, -10.382360458374023, -6.492504119873047, -10.891073226928711, -9.971648216247559, -4.090449810028076, -2.4970855712890625, -11.473730087280273]	[-11.237139701843262, -9.389744758605957, -10.175764083862305, -6.025696754455566, -10.838510513305664, -9.831857681274414, -3.904240131378174, -2.206045150756836, -11.314477920532227]	69.19206237792969	74.92347717285156	5.731414794921875
660	"""Other friends have flown before —"	flown	4	have	3.0	friends	2	{'Number': 'Plur', 'lemma': 'friend'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'GENTLE_poetry_raven-42', 's_prominence': '4', 's_type': 'decl', 'transition': 'null', 'text': '""Other friends have flown before —', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu'}"	has	PL -> SG	"""Other friends"	"""Other friends has flown before —"	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+	[-12.735360145568848, -6.35003137588501, -3.297358512878418, -7.829380989074707, -5.7233076095581055, -4.0318145751953125, -11.39622974395752]	[-12.735360145568848, -6.35003137588501, -8.273555755615234, -7.91840124130249, -5.625100135803223, -4.4520440101623535, -10.73409366607666]	51.36348342895508	56.088584899902344	4.725101470947266
661	We understand that the pipe fitters are also planning to picket the Lake Worth, Florida project as well.	planning	8	are	6.0	fitters	5	{'Number': 'Plur', 'lemma': 'fitter'}	NOUN	are	6	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'email-enronsent03_01-0143', 'text': 'We understand that the pipe fitters are also planning to picket the Lake Worth, Florida project as well.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	is	PL -> SG	We understand that the pipe fitters	We understand that the pipe fitters is also planning to picket the Lake Worth, Florida project as well.	[]	[]	0	0	0	False	False	False	1.9118296137094267e-06	SV-#	eng	PL	SG	SV	aux	+	[-6.81439733505249, -0.8487443923950195, -2.801272392272949, -6.013121604919434, -5.842458724975586, -10.752999305725098, -3.4011192321777344, -1.4839696884155273, -5.186318397521973, -9.325286865234375, -1.7550649642944336, -6.3483428955078125, -12.346216201782227, -2.597546100616455, -7.168311595916748, -5.108554840087891, -9.63221263885498, -2.1080665588378906, -9.590438842773438, -8.313919067382812, -2.1128196716308594, -0.0746774673461914, -1.2290124893188477, -9.295282363891602, -4.351668357849121, -2.510991096496582, -10.94223690032959]	[-6.81439733505249, -0.8487443923950195, -2.801272392272949, -6.013121604919434, -5.842458724975586, -10.752999305725098, -3.4011192321777344, -4.275313377380371, -5.295070171356201, -10.572646141052246, -1.6730928421020508, -6.302969932556152, -12.499563217163086, -2.434210777282715, -7.381714344024658, -4.97601842880249, -9.492993354797363, -1.9197635650634766, -9.72482967376709, -8.071744918823242, -2.1547250747680664, -0.07764816284179688, -1.2248315811157227, -9.37900447845459, -4.231766700744629, -2.561469078063965, -11.090250968933105]	147.95504760742188	151.81375122070312	3.85870361328125
662	"On the morrow he will leave me, as my Hopes have flown before."""	flown	12	have	11.0	Hopes	10	{'Number': 'Plur', 'lemma': 'hope'}	NOUN	have	11	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'GENTLE_poetry_raven-43', 's_prominence': '3', 's_type': 'decl', 'transition': 'null', 'text': 'On the morrow he will leave me, as my Hopes have flown before.""', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu'}"	has	PL -> SG	On the morrow he will leave me, as my Hopes	"On the morrow he will leave me, as my Hopes has flown before."""	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+	[-0.8082370758056641, -6.2750091552734375, -0.9149408340454102, -4.451992034912109, -6.257211208343506, -5.342837333679199, -3.9706554412841797, -12.239485740661621, -10.047846794128418, -5.57757043838501, -8.719823837280273, -6.679862022399902, -6.987593650817871, -7.937176704406738, -6.668869972229004, -3.9192352294921875, -4.8324503898620605, -12.43116283416748, -11.391175270080566]	[-0.8082370758056641, -6.2750091552734375, -0.9149408340454102, -4.451992034912109, -6.257211208343506, -5.342837333679199, -3.9706554412841797, -12.239485740661621, -10.047846794128418, -5.57757043838501, -8.719823837280273, -6.679862022399902, -6.987593650817871, -9.090751647949219, -6.6530070304870605, -4.0421295166015625, -4.976623058319092, -12.394111633300781, -11.318059921264648]	125.45313262939453	126.74774932861328	1.29461669921875
663	U.S. officials have said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	said	3	have	2.0	officials	1	{'Number': 'Plur', 'lemma': 'official'}	NOUN	have	2	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'weblog-blogspot.com_aggressivevoicedaily_20060811122000_ENG_20060811_122000-0004', 'text': 'U.S. officials have said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}	has	PL -> SG	U.S. officials	U.S. officials has said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	[]	[]	0	0	0	False	False	False	9.660841133106144e-07	SV-#	eng	PL	SG	SV	aux	+	[-3.593151092529297, -1.9495553970336914, -0.01784515380859375, -7.139328956604004, -0.24704551696777344, -1.8954849243164062, -4.2783708572387695, -5.152566909790039, -3.24822998046875, -7.517690658569336, -2.7164039611816406, -10.76008415222168, -10.313728332519531, -7.017581939697266, -1.7347526550292969, -1.4901084899902344, -5.7657470703125, -9.189069747924805, -4.574585914611816, -10.769561767578125, -10.227316856384277, -7.695748805999756, -1.5784063339233398, -9.330260276794434, -7.416900634765625, -3.096163749694824, -0.012027740478515625, -6.508367538452148, -0.7803440093994141, -5.927459716796875, -0.09013080596923828, -0.17526531219482422, -5.281507968902588, -5.262860298156738, -9.355578422546387, -3.8977127075195312, -0.7401065826416016, -8.98379898071289, -4.6435041427612305, -1.706644058227539, -1.139552116394043, -1.641214370727539, -9.388683319091797, -5.411762714385986, -0.808049201965332, -1.4909534454345703, -0.06721210479736328, -6.63761568069458]	[-3.593151092529297, -1.9495553970336914, -0.01784515380859375, -7.139328956604004, -0.24704551696777344, -1.8954849243164062, -6.227853298187256, -5.547258377075195, -3.285440444946289, -7.460418224334717, -2.653153419494629, -10.672259330749512, -10.279762268066406, -7.171805381774902, -1.786764144897461, -1.4499502182006836, -5.705115795135498, -8.677732467651367, -4.664209365844727, -10.807088851928711, -10.186612129211426, -7.638078212738037, -1.585597038269043, -9.442232131958008, -7.387949466705322, -3.1937990188598633, -0.012998580932617188, -6.335229873657227, -0.7847471237182617, -5.968393325805664, -0.0826864242553711, -0.19287395477294922, -5.29990816116333, -5.274506568908691, -9.427867889404297, -3.9048471450805664, -0.7370643615722656, -9.025014877319336, -4.624022960662842, -1.7290267944335938, -1.2408714294433594, -1.5393924713134766, -9.323270797729492, -5.492634296417236, -0.8184680938720703, -1.7112140655517578, -0.06604862213134766, -6.729236602783203]	218.66604614257812	220.98580932617188	2.31976318359375
664	Today 's weapons do not have that kind of problem, and are much more reliable.	have	5	do	3.0	weapons	2	{'Number': 'Plur', 'lemma': 'weapon'}	NOUN	do	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'do'}	AUX	1	[]	"{'sent_id': 'answers-20111106144630AAadR8l_ans-0013', 'text': ""Today's weapons do not have that kind of problem, and are much more reliable."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	does	PL -> SG	Today 's weapons	Today 's weapons does not have that kind of problem, and are much more reliable.	[]	[]	0	0	0	False	False	False	1.0810941267999733e-06	SV-#	eng	PL	SG	SV	aux	+	[-6.884001731872559, -1.4639053344726562, -12.296133995056152, -5.598495960235596, -1.1150712966918945, -2.7057199478149414, -5.112796783447266, -2.9231815338134766, -0.01662445068359375, -6.746910095214844, -13.071584701538086, -8.815428733825684, -4.6933817863464355, -5.449859619140625, -0.7579240798950195, -6.540849685668945, -0.9692983627319336, -0.1060323715209961, -12.35608196258545]	[-6.884001731872559, -1.4639053344726562, -12.296133995056152, -9.801502227783203, -0.2604818344116211, -2.8634958267211914, -5.454943656921387, -3.1124353408813477, -0.01990985870361328, -6.891698837280273, -13.081607818603516, -8.42420768737793, -4.620509147644043, -5.3148274421691895, -0.8159866333007812, -6.452905178070068, -0.8397903442382812, -0.11741447448730469, -12.368758201599121]	97.62327575683594	101.08450317382812	3.4612274169921875
665	All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.	backed	6	have	4.0	countries	3	{'Number': 'Plur', 'lemma': 'country'}	NOUN	have	4	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0013', 'text': 'All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	has	PL -> SG	All the regional countries	All the regional countries has publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+	[-1.502140998840332, -7.741772651672363, -4.492464065551758, -6.449242115020752, -3.3889732360839844, -8.768389701843262, -4.230467796325684, -8.998984336853027, -2.150310516357422, -3.220893383026123, -7.06876277923584, -4.92720890045166, -5.405664443969727, -6.386518478393555, -5.630080699920654, -3.845369815826416, -6.403085231781006, -0.7531518936157227, -1.843419075012207, -6.72430419921875, -4.186088562011719, -1.2447795867919922, -6.42242431640625, -13.055526733398438, -7.1057634353637695, -10.652047157287598, -7.70189094543457, -4.508359909057617, -3.377126693725586, -4.021453857421875, -4.787749290466309, -8.084418296813965, -4.800612449645996, -4.266931056976318, -6.68569803237915, -2.6499972343444824, -2.7038583755493164, -9.097437858581543, -0.24719619750976562, -2.2326812744140625, -9.424057006835938, -4.484704971313477, -1.7040119171142578, -3.6317710876464844, -8.048796653747559, -0.12543010711669922, -0.0031986236572265625, -0.02155017852783203, -9.612364768981934]	[-1.502140998840332, -7.741772651672363, -4.492464065551758, -6.449242115020752, -6.442811012268066, -9.888940811157227, -4.047183990478516, -8.985960960388184, -2.4140005111694336, -3.006819725036621, -6.952679634094238, -4.922267913818359, -5.459177017211914, -6.252707481384277, -5.775875568389893, -3.958981990814209, -6.144664287567139, -0.8739414215087891, -1.7515697479248047, -6.7416768074035645, -4.227705955505371, -1.186324119567871, -6.239833354949951, -13.066766738891602, -7.018088340759277, -10.723836898803711, -7.7744832038879395, -4.473830223083496, -3.4871225357055664, -3.8379316329956055, -4.832859039306641, -8.229588508605957, -4.665158271789551, -4.43375301361084, -6.604887962341309, -2.542355537414551, -2.7149620056152344, -9.179363250732422, -0.27495574951171875, -2.2398900985717773, -9.347105026245117, -4.493590354919434, -1.6865472793579102, -3.5625858306884766, -8.048295974731445, -0.12268447875976562, -0.0031223297119140625, -0.02191925048828125, -9.5731782913208]	244.81912231445312	248.4176025390625	3.598480224609375
